عدد قراء حفص الكاملين: 96
سيتم إنشاء الملفات داخل: timings_hafs_114

📖 تحميل توقيتات السورة 001 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=7
  ✅ read=106 | محمد الطبلاوي | ayat=12
  ✅ read=109 | محمد أيوب | ayat=11
  ✅ read=110 | محمد صالح عالم شاه | ayat=11
  ✅ read=112 | محمد صديق المنشاوي | ayat=12
  ✅ read=115 | محمد عبدالكريم | ayat=11
  ✅ read=118 | محمود خليل الحصري | ayat=12
  ✅ read=123 | مشاري العفاسي | ayat=11
  ✅ read=139 | ماجد الزامل | ayat=11
  ✅ read=159 | خالد المهنا | ayat=12
  ✅ read=181 | جمعان العصيمي | ayat=11
  ✅ read=193 | يوسف بن نوح أحمد | ayat=11
  ✅ read=198 | محمد رشاد الشريف | ayat=11
  ✅ read=201 | أحمد الطرابلسي | ayat=11
  ✅ read=203 | أحمد عامر | ayat=11
  ✅ read=217 | بندر بليله | ayat=11
  ✅ read=219 | وديع اليمني | ayat=11
  ✅ read=221 | رعد محمد الكردي | ayat=11
  ✅ read=225 | عبدالرحمن العوسي | ayat=11
  ✅ read=229 | محمد خليل القارئ | ayat=11
  ✅ read=232 | إبراهيم الدوسري | ayat=11
  ✅ read=236 | عبدالرحمن الماجد | ayat=11
  ✅ read=243 | عبدالله الموسى | ayat=11
  ✅ read=244 | عبدالله الخلف | ayat=11
  ✅ read=245 | منصور السالمي | ayat=11
  ✅ read=250 | محمد البخيت | ayat=11
  ✅ read=256 | أحمد خليل شاهين | ayat=11
  ✅ read=258 | عبدالرشيد صوفي | ayat=11
  ✅ read=259 | أحمد النفيس | ayat=11
  ✅ read=265 | أحمد ديبان | ayat=11
  ✅ read=268 | بيشه وا قادر الكردي | ayat=11
  ✅ read=273 | هيثم الدخين | ayat=11
  ✅ read=282 | عبدالعزيز التركي | ayat=11
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=11
  ✅ read=294 | سيد أحمد هاشمي | ayat=11
  ✅ read=295 | خالد كريم محمدي | ayat=11
  ✅ read=299 | حسن صالح | ayat=11
  ✅ read=300 | صالح الشمراني | ayat=11
  ✅ read=303 | عيسى عمر سناكو | ayat=11
  ✅ read=314 | أنس العمادي | ayat=11
  ✅ read=340 | محمد برهجي | ayat=11
  ✅ read=10905 | حسن الدغريري | ayat=11
✅ تم إنشاء: timings_hafs_114/timing_062.json

📖 تحميل توقيتات السورة 063 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=12
  ✅ read=3 | إبراهيم العسيري | ayat=11
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=11
  ✅ read=5 | أحمد بن علي العجمي | ayat=12
  ✅ read=6 | أحمد الحواشي | ayat=11
  ✅ read=8 | أحمد صابر | ayat=11
  ✅ read=9 | أحمد نعينع | ayat=12
  ✅ read=10 | أكرم العلاقمي | ayat=12
  ✅ read=12 | إدريس أبكر | ayat=11
  ✅ read=13 | الزين محمد أحمد | ayat=11
  ✅ read=17 | توفيق الصايغ | ayat=11
  ✅ read=20 | خالد الجليل | ayat=11
  ✅ read=21 | خالد القحطاني | ayat=11
  ✅ read=22 | خالد عبدالكافي | ayat=11
  ✅ read=24 | خليفة الطنيجي | ayat=11
  ✅ read=25 | داود حمزة | ayat=11
  ✅ read=30 | سعد الغامدي | ayat=11
  ✅ read=31 | سعود الشريم | ayat=12
  ✅ read=32 | سهل ياسين | ayat=12
  ✅ read=33 | زكي داغستاني | ayat=11
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=11
  ✅ read=39 | صابر عبدالحكم | ayat=11
  ✅ read=40 | صالح الصاهود | ayat=11
  ✅ read=42 | صالح الهبدان | ayat=11
  ✅ read=43 | صلاح البدير | ayat=11
  ✅ read=44 | صلاح الهاشم | ayat=11
  ✅ read=46 | صلاح بو خاطر | ayat=11
  ✅ read=48 | عادل ريان | ayat=11
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=11
  ✅ read=50 | عبدالبارئ محمد | ayat=11
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=12
  ✅ read=54 | عبدالرحمن السديس | ayat=11
  ✅ read=55 | عبدالعزيز الأحمد | ayat=11
  ✅ read=56 | عبدالعزيز الزهراني | ayat=11
  ✅ read=58 | عبدالله البعيجان | ayat=11
  ✅ read=59 | عبدالله المطرود | ayat=11
  ✅ read=60 | عبدالله بصفر | ayat=12
  ✅ read=61 | عبدالله خياط | ayat=11
  ✅ read=62 | عبدالله عواد الجهني | ayat=12
  ✅ read=66 | عبدالمحسن الحارثي | ayat=11
  ✅ read=67 | عبدالمحسن القاسم | ayat=12
  ✅ read=69 | عبدالمحسن العبيكان | ayat=11
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=11
  ✅ read=71 | عبدالودود حنيف | ayat=11
  ✅ read=72 | عبدالولي الأركاني | ayat=11
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=11
  ✅ read=76 | علي جابر | ayat=11
  ✅ read=77 | علي حجاج السويسي | ayat=12
  ✅ read=78 | عماد زهير حافظ | ayat=12
  ✅ read=81 | فارس عباد | ayat=11
  ✅ read=86 | ناصر القطامي | ayat=11
  ✅ read=87 | نبيل الرفاعي | ayat=11
  ✅ read=88 | نعمة الحسان | ayat=11
  ✅ read=89 | هاني الرفاعي | ayat=11
  ✅ read=92 | ياسر الدوسري | ayat=11
  ✅ read=106 | محمد الطبلاوي | ayat=12
  ✅ read=109 | محمد أيوب | ayat=11
  ✅ read=110 | محمد صالح عالم شاه | ayat=11
  ✅ read=112 | محمد صديق المنشاوي | ayat=12
  ✅ read=115 | محمد عبدالكريم | ayat=11
  ✅ read=118 | محمود خليل الحصري | ayat=12
  ✅ read=123 | مشاري العفاسي | ayat=11
  ✅ read=139 | ماجد الزامل | ayat=11
  ✅ read=159 | خالد المهنا | ayat=12
  ✅ read=181 | جمعان العصيمي | ayat=11
  ✅ read=193 | يوسف بن نوح أحمد | ayat=11
  ✅ read=198 | محمد رشاد الشريف | ayat=11
  ✅ read=201 | أحمد الطرابلسي | ayat=11
  ✅ read=203 | أحمد عامر | ayat=11
  ✅ read=217 | بندر بليله | ayat=11
  ✅ read=219 | وديع اليمني | ayat=11
  ✅ read=221 | رعد محمد الكردي | ayat=11
  ✅ read=225 | عبدالرحمن العوسي | ayat=11
  ✅ read=229 | محمد خليل القارئ | ayat=11
  ✅ read=232 | إبراهيم الدوسري | ayat=11
  ✅ read=236 | عبدالرحمن الماجد | ayat=11
  ✅ read=243 | عبدالله الموسى | ayat=11
  ✅ read=244 | عبدالله الخلف | ayat=11
  ✅ read=245 | منصور السالمي | ayat=11
  ✅ read=250 | محمد البخيت | ayat=11
  ✅ read=256 | أحمد خليل شاهين | ayat=11
  ✅ read=258 | عبدالرشيد صوفي | ayat=11
  ✅ read=259 | أحمد النفيس | ayat=11
  ✅ read=265 | أحمد ديبان | ayat=11
  ✅ read=268 | بيشه وا قادر الكردي | ayat=11
  ✅ read=273 | هيثم الدخين | ayat=11
  ✅ read=282 | عبدالعزيز التركي | ayat=11
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=11
  ✅ read=294 | سيد أحمد هاشمي | ayat=11
  ✅ read=295 | خالد كريم محمدي | ayat=11
  ✅ read=299 | حسن صالح | ayat=11
  ✅ read=300 | صالح الشمراني | ayat=11
  ✅ read=303 | عيسى عمر سناكو | ayat=11
  ✅ read=314 | أنس العمادي | ayat=11
  ✅ read=340 | محمد برهجي | ayat=11
  ✅ read=10905 | حسن الدغريري | ayat=11
✅ تم إنشاء: timings_hafs_114/timing_063.json

📖 تحميل توقيتات السورة 064 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=19
  ✅ read=3 | إبراهيم العسيري | ayat=18
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=18
  ✅ read=5 | أحمد بن علي العجمي | ayat=19
  ✅ read=6 | أحمد الحواشي | ayat=18
  ✅ read=8 | أحمد صابر | ayat=18
  ✅ read=9 | أحمد نعينع | ayat=19
  ✅ read=10 | أكرم العلاقمي | ayat=19
  ✅ read=12 | إدريس أبكر | ayat=18
  ✅ read=13 | الزين محمد أحمد | ayat=18
  ✅ read=17 | توفيق الصايغ | ayat=18
  ✅ read=20 | خالد الجليل | ayat=18
  ✅ read=21 | خالد القحطاني | ayat=18
  ✅ read=22 | خالد عبدالكافي | ayat=18
  ✅ read=24 | خليفة الطنيجي | ayat=18
  ✅ read=25 | داود حمزة | ayat=18
  ✅ read=30 | سعد الغامدي | ayat=18
  ✅ read=31 | سعود الشريم | ayat=19
  ✅ read=32 | سهل ياسين | ayat=19
  ✅ read=33 | زكي داغستاني | ayat=18
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=18
  ✅ read=39 | صابر عبدالحكم | ayat=18
  ✅ read=40 | صالح الصاهود | ayat=18
  ✅ read=42 | صالح الهبدان | ayat=18
  ✅ read=43 | صلاح البدير | ayat=18
  ✅ read=44 | صلاح الهاشم | ayat=18
  ✅ read=46 | صلاح بو خاطر | ayat=18
  ✅ read=48 | عادل ريان | ayat=18
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=18
  ✅ read=50 | عبدالبارئ محمد | ayat=18
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=19
  ✅ read=54 | عبدالرحمن السديس | ayat=18
  ✅ read=55 | عبدالعزيز الأحمد | ayat=18
  ✅ read=56 | عبدالعزيز الزهراني | ayat=18
  ✅ read=58 | عبدالله البعيجان | ayat=18
  ✅ read=59 | عبدالله المطرود | ayat=18
  ✅ read=60 | عبدالله بصفر | ayat=19
  ✅ read=61 | عبدالله خياط | ayat=18
  ✅ read=62 | عبدالله عواد الجهني | ayat=19
  ✅ read=66 | عبدالمحسن الحارثي | ayat=18
  ✅ read=67 | عبدالمحسن القاسم | ayat=19
  ✅ read=69 | عبدالمحسن العبيكان | ayat=18
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=18
  ✅ read=71 | عبدالودود حنيف | ayat=18
  ✅ read=72 | عبدالولي الأركاني | ayat=18
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=18
  ✅ read=76 | علي جابر | ayat=18
  ✅ read=77 | علي حجاج السويسي | ayat=19
  ✅ read=78 | عماد زهير حافظ | ayat=19
  ✅ read=81 | فارس عباد | ayat=18
  ✅ read=86 | ناصر القطامي | ayat=18
  ✅ read=87 | نبيل الرفاعي | ayat=18
  ✅ read=88 | نعمة الحسان | ayat=18
  ✅ read=89 | هاني الرفاعي | ayat=18
  ✅ read=92 | ياسر الدوسري | ayat=18
  ✅ read=106 | محمد الطبلاوي | ayat=19
  ✅ read=109 | محمد أيوب | ayat=18
  ✅ read=110 | محمد صالح عالم شاه | ayat=18
  ✅ read=112 | محمد صديق المنشاوي | ayat=19
  ✅ read=115 | محمد عبدالكريم | ayat=18
  ✅ read=118 | محمود خليل الحصري | ayat=19
  ✅ read=123 | مشاري العفاسي | ayat=18
  ✅ read=139 | ماجد الزامل | ayat=18
  ✅ read=159 | خالد المهنا | ayat=19
  ✅ read=181 | جمعان العصيمي | ayat=18
  ✅ read=193 | يوسف بن نوح أحمد | ayat=18
  ✅ read=198 | محمد رشاد الشريف | ayat=18
  ✅ read=201 | أحمد الطرابلسي | ayat=18
  ✅ read=203 | أحمد عامر | ayat=18
  ✅ read=217 | بندر بليله | ayat=18
  ✅ read=219 | وديع اليمني | ayat=18
  ✅ read=221 | رعد محمد الكردي | ayat=18
  ✅ read=225 | عبدالرحمن العوسي | ayat=18
  ✅ read=229 | محمد خليل القارئ | ayat=18
  ✅ read=232 | إبراهيم الدوسري | ayat=18
  ✅ read=236 | عبدالرحمن الماجد | ayat=18
  ✅ read=243 | عبدالله الموسى | ayat=18
  ✅ read=244 | عبدالله الخلف | ayat=18
  ✅ read=245 | منصور السالمي | ayat=18
  ✅ read=250 | محمد البخيت | ayat=18
  ✅ read=256 | أحمد خليل شاهين | ayat=18
  ✅ read=258 | عبدالرشيد صوفي | ayat=18
  ✅ read=259 | أحمد النفيس | ayat=18
  ✅ read=265 | أحمد ديبان | ayat=18
  ✅ read=268 | بيشه وا قادر الكردي | ayat=18
  ✅ read=273 | هيثم الدخين | ayat=18
  ✅ read=282 | عبدالعزيز التركي | ayat=18
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=18
  ✅ read=294 | سيد أحمد هاشمي | ayat=18
  ✅ read=295 | خالد كريم محمدي | ayat=18
  ✅ read=299 | حسن صالح | ayat=18
  ✅ read=300 | صالح الشمراني | ayat=18
  ✅ read=303 | عيسى عمر سناكو | ayat=18
  ✅ read=314 | أنس العمادي | ayat=18
  ✅ read=340 | محمد برهجي | ayat=18
  ✅ read=10905 | حسن الدغريري | ayat=18
✅ تم إنشاء: timings_hafs_114/timing_064.json

📖 تحميل توقيتات السورة 065 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=13
  ✅ read=3 | إبراهيم العسيري | ayat=12
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=12
  ✅ read=5 | أحمد بن علي العجمي | ayat=13
  ✅ read=6 | أحمد الحواشي | ayat=12
  ✅ read=8 | أحمد صابر | ayat=12
  ✅ read=9 | أحمد نعينع | ayat=13
  ✅ read=10 | أكرم العلاقمي | ayat=13
  ✅ read=12 | إدريس أبكر | ayat=12
  ✅ read=13 | الزين محمد أحمد | ayat=12
  ✅ read=17 | توفيق الصايغ | ayat=12
  ✅ read=20 | خالد الجليل | ayat=12
  ✅ read=21 | خالد القحطاني | ayat=12
  ✅ read=22 | خالد عبدالكافي | ayat=12
  ✅ read=24 | خليفة الطنيجي | ayat=12
  ✅ read=25 | داود حمزة | ayat=12
  ✅ read=30 | سعد الغامدي | ayat=12
  ✅ read=31 | سعود الشريم | ayat=12
  ✅ read=32 | سهل ياسين | ayat=13
  ✅ read=33 | زكي داغستاني | ayat=12
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=12
  ✅ read=39 | صابر عبدالحكم | ayat=12
  ✅ read=40 | صالح الصاهود | ayat=12
  ✅ read=42 | صالح الهبدان | ayat=12
  ✅ read=43 | صلاح البدير | ayat=12
  ✅ read=44 | صلاح الهاشم | ayat=12
  ✅ read=46 | صلاح بو خاطر | ayat=12
  ✅ read=48 | عادل ريان | ayat=12
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=12
  ✅ read=50 | عبدالبارئ محمد | ayat=12
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=13
  ✅ read=54 | عبدالرحمن السديس | ayat=12
  ✅ read=55 | عبدالعزيز الأحمد | ayat=12
  ✅ read=56 | عبدالعزيز الزهراني | ayat=12
  ✅ read=58 | عبدالله البعيجان | ayat=12
  ✅ read=59 | عبدالله المطرود | ayat=12
  ✅ read=60 | عبدالله بصفر | ayat=13
  ✅ read=61 | عبدالله خياط | ayat=12
  ✅ read=62 | عبدالله عواد الجهني | ayat=13
  ✅ read=66 | عبدالمحسن الحارثي | ayat=12
  ✅ read=67 | عبدالمحسن القاسم | ayat=13
  ✅ read=69 | عبدالمحسن العبيكان | ayat=12
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=12
  ✅ read=71 | عبدالودود حنيف | ayat=12
  ✅ read=72 | عبدالولي الأركاني | ayat=12
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=12
  ✅ read=76 | علي جابر | ayat=12
  ✅ read=77 | علي حجاج السويسي | ayat=13
  ✅ read=78 | عماد زهير حافظ | ayat=13
  ✅ read=81 | فارس عباد | ayat=12
  ✅ read=86 | ناصر القطامي | ayat=12
  ✅ read=87 | نبيل الرفاعي | ayat=12
  ✅ read=88 | نعمة الحسان | ayat=12
  ✅ read=89 | هاني الرفاعي | ayat=12
  ✅ read=92 | ياسر الدوسري | ayat=12
  ✅ read=106 | محمد الطبلاوي | ayat=13
  ✅ read=109 | محمد أيوب | ayat=12
  ✅ read=110 | محمد صالح عالم شاه | ayat=12
  ✅ read=112 | محمد صديق المنشاوي | ayat=13
  ✅ read=115 | محمد عبدالكريم | ayat=12
  ✅ read=118 | محمود خليل الحصري | ayat=13
  ✅ read=123 | مشاري العفاسي | ayat=12
  ✅ read=139 | ماجد الزامل | ayat=12
  ✅ read=159 | خالد المهنا | ayat=13
  ✅ read=181 | جمعان العصيمي | ayat=12
  ✅ read=193 | يوسف بن نوح أحمد | ayat=12
  ✅ read=198 | محمد رشاد الشريف | ayat=12
  ✅ read=201 | أحمد الطرابلسي | ayat=12
  ✅ read=203 | أحمد عامر | ayat=12
  ✅ read=217 | بندر بليله | ayat=12
  ✅ read=219 | وديع اليمني | ayat=12
  ✅ read=221 | رعد محمد الكردي | ayat=12
  ✅ read=225 | عبدالرحمن العوسي | ayat=12
  ✅ read=229 | محمد خليل القارئ | ayat=12
  ✅ read=232 | إبراهيم الدوسري | ayat=12
  ✅ read=236 | عبدالرحمن الماجد | ayat=12
  ✅ read=243 | عبدالله الموسى | ayat=12
  ✅ read=244 | عبدالله الخلف | ayat=12
  ✅ read=245 | منصور السالمي | ayat=12
  ✅ read=250 | محمد البخيت | ayat=12
  ✅ read=256 | أحمد خليل شاهين | ayat=12
  ✅ read=258 | عبدالرشيد صوفي | ayat=12
  ✅ read=259 | أحمد النفيس | ayat=12
  ✅ read=265 | أحمد ديبان | ayat=12
